   4.9000000e+01	   5.6984270e+01	
   5.0000000e+01	   5.8114590e+01	
   5.1000000e+01	   5.8695760e+01	
   5.2000000e+01	   5.8233220e+01	
   5.3000000e+01	   5.4904900e+01	
   5.4000000e+01	   5.7914420e+01	
   5.5000000e+01	   5.6966290e+01	
   5.6000000e+01	   5.1138310e+01	
   5.7000000e+01	   4.9271230e+01	
   5.8000000e+01	   5.2926680e+01	
   5.9000000e+01	   5.4476930e+01	
   6.0000000e+01	   5.1817100e+01	
   6.1000000e+01	   5.1054010e+01	
   6.2000000e+01	   5.2517310e+01	
   6.3000000e+01	   5.1837100e+01	
   6.4000000e+01	   5.4481960e+01	
   6.5000000e+01	   4.9058590e+01	
   6.6000000e+01	   5.0523150e+01	
   6.7000000e+01	   5.0327550e+01	
   6.8000000e+01	   4.6444190e+01	
   6.9000000e+01	   5.0892810e+01	
   7.0000000e+01	   5.2132030e+01	
   7.1000000e+01	   4.9787410e+01	
   7.2000000e+01	   4.9016370e+01	
   7.3000000e+01	   5.4181980e+01	
   7.4000000e+01	   5.3174560e+01	
   7.5000000e+01	   5.3208270e+01	
   7.6000000e+01	   5.7434590e+01	
   7.7000000e+01	   5.1952820e+01	
   7.8000000e+01	   5.4202820e+01	
   7.9000000e+01	   5.7466870e+01	
   8.0000000e+01	   5.3602680e+01	
   8.1000000e+01	   5.8867280e+01	
   8.2000000e+01	   5.7666520e+01	
   8.3000000e+01	   6.3710340e+01	
   8.4000000e+01	   6.5242440e+01	
   8.5000000e+01	   6.5108780e+01	
   8.6000000e+01	   6.9963130e+01	
   8.7000000e+01	   6.8854750e+01	
   8.8000000e+01	   7.3325740e+01	
   8.9000000e+01	   7.6212410e+01	
   9.0000000e+01	   7.8063110e+01	
   9.1000000e+01	   7.5377010e+01	
   9.2000000e+01	   8.7544490e+01	
   9.3000000e+01	   8.9505880e+01	
   9.4000000e+01	   9.5820980e+01	
   9.5000000e+01	   9.7483900e+01	
   9.6000000e+01	   1.0086070e+02	
   9.7000000e+01	   1.0248510e+02	
   9.8000000e+01	   1.0573110e+02	
   9.9000000e+01	   1.1134890e+02	
   1.0000000e+02	   1.1103050e+02	
   1.0100000e+02	   1.1019200e+02	
   1.0200000e+02	   1.1835810e+02	
   1.0300000e+02	   1.1880860e+02	
   1.0400000e+02	   1.2242490e+02	
   1.0500000e+02	   1.2409530e+02	
   1.0600000e+02	   1.2593370e+02	
   1.0700000e+02	   1.2785330e+02	
   1.0800000e+02	   1.3103610e+02	
   1.0900000e+02	   1.3333430e+02	
   1.1000000e+02	   1.3512780e+02	
   1.1100000e+02	   1.3171130e+02	
   1.1200000e+02	   1.3191510e+02	
   1.1300000e+02	   1.3211070e+02	
   1.1400000e+02	   1.2768980e+02	
   1.1500000e+02	   1.3321480e+02	
   1.1600000e+02	   1.2822960e+02	
   1.1700000e+02	   1.3359020e+02	
   1.1800000e+02	   1.2725390e+02	
   1.1900000e+02	   1.2834820e+02	
   1.2000000e+02	   1.2486940e+02	
   1.2100000e+02	   1.2460310e+02	
   1.2200000e+02	   1.1706480e+02	
   1.2300000e+02	   1.1819660e+02	
   1.2400000e+02	   1.1954080e+02	
   1.2500000e+02	   1.1479460e+02	
   1.2600000e+02	   1.1427800e+02	
   1.2700000e+02	   1.2034840e+02	
   1.2800000e+02	   1.1486470e+02	
   1.2900000e+02	   1.1165140e+02	
   1.3000000e+02	   1.1018260e+02	
   1.3100000e+02	   1.0844610e+02	
   1.3200000e+02	   1.0905710e+02	
   1.3300000e+02	   1.0653080e+02	
   1.3400000e+02	   1.0946910e+02	
   1.3500000e+02	   1.0687090e+02	
   1.3600000e+02	   1.0731920e+02	
   1.3700000e+02	   1.0690000e+02	
   1.3800000e+02	   1.0965260e+02	
   1.3900000e+02	   1.0716020e+02	
   1.4000000e+02	   1.0825090e+02	
   1.4100000e+02	   1.0496310e+02	
   1.4200000e+02	   1.0936010e+02	
   1.4300000e+02	   1.0766960e+02	
   1.4400000e+02	   9.9772860e+01	
   1.4500000e+02	   1.0496440e+02	
   1.4600000e+02	   1.0613760e+02	
   1.4700000e+02	   1.0658160e+02	
   1.4800000e+02	   1.0012860e+02	
   1.4900000e+02	   1.0166910e+02	
   1.5000000e+02	   9.6442540e+01	
   1.5100000e+02	   9.7341690e+01	
   1.5200000e+02	   9.6974120e+01	
   1.5300000e+02	   9.0734600e+01	
   1.5400000e+02	   9.3379490e+01	
   1.5500000e+02	   8.2123310e+01	
   1.5600000e+02	   8.3016570e+01	
   1.5700000e+02	   7.8873600e+01	
   1.5800000e+02	   7.4869710e+01	
   1.5900000e+02	   7.2793410e+01	
   1.6000000e+02	   6.5147440e+01	
   1.6100000e+02	   6.7021270e+01	
   1.6200000e+02	   6.0161360e+01	
   1.6300000e+02	   5.7139960e+01	
   1.6400000e+02	   5.4057690e+01	
   1.6500000e+02	   5.0422650e+01	
   1.6600000e+02	   4.7824300e+01	
   1.6700000e+02	   4.2857480e+01	
   1.6800000e+02	   4.2454950e+01	
   1.6900000e+02	   3.8308080e+01	
   1.7000000e+02	   3.6957940e+01	
   1.7100000e+02	   3.3945430e+01	
   1.7200000e+02	   3.4190170e+01	
   1.7300000e+02	   3.1660970e+01	
   1.7400000e+02	   2.3561720e+01	
   1.7500000e+02	   2.9611430e+01	
   1.7600000e+02	   2.3887650e+01	
   1.7700000e+02	   2.2498120e+01	
   1.7800000e+02	   2.4869010e+01	
   1.7900000e+02	   1.7294810e+01	
   1.8000000e+02	   1.8092910e+01	
   1.8100000e+02	   1.5348130e+01	
   1.8200000e+02	   1.4779970e+01	
   1.8300000e+02	   1.3878320e+01	
   1.8400000e+02	   1.2888910e+01	
   1.8500000e+02	   1.6207630e+01	
   1.8600000e+02	   1.6290240e+01	
   1.8700000e+02	   1.5297120e+01	
   1.8800000e+02	   1.4978390e+01	
   1.8900000e+02	   1.2113300e+01	
   1.9000000e+02	   1.4241680e+01	
   1.9100000e+02	   1.2538240e+01	
   1.9200000e+02	   1.5198180e+01	
   1.9300000e+02	   1.1704780e+01	
   1.9400000e+02	   1.5837450e+01	
   1.9500000e+02	   1.0035850e+01	
   1.9600000e+02	   9.3075740e+00	
   1.9700000e+02	   1.2868000e+01	
   1.9800000e+02	   8.5716710e+00	
   1.9900000e+02	   1.1604150e+01	
   2.0000000e+02	   1.2427720e+01	
   2.0100000e+02	   1.1236270e+01	
   2.0200000e+02	   1.1131980e+01	
   2.0300000e+02	   7.7611170e+00	
   2.0400000e+02	   6.7582500e+00	
   2.0500000e+02	   1.4233750e+01	
   2.0600000e+02	   1.0638760e+01	
   2.0700000e+02	   8.8935810e+00	
   2.0800000e+02	   1.1553980e+01	
   2.0900000e+02	   1.1572210e+01	
   2.1000000e+02	   1.1583470e+01	
   2.1100000e+02	   9.7248570e+00	
   2.1200000e+02	   1.1438540e+01	
   2.1300000e+02	   1.1226360e+01	
   2.1400000e+02	   1.0170150e+01	
   2.1500000e+02	   1.2507650e+01	
   2.1600000e+02	   6.2004940e+00	
   2.1700000e+02	   9.0189020e+00	
   2.1800000e+02	   1.0805570e+01	
   2.1900000e+02	   1.3095910e+01	
   2.2000000e+02	   3.9140330e+00	
   2.2100000e+02	   9.5677230e+00	
   2.2200000e+02	   8.0383380e+00	
   2.2300000e+02	   1.0230960e+01	
   2.2400000e+02	   9.3673580e+00	
   2.2500000e+02	   7.6959370e+00	
   2.2600000e+02	   6.1185520e+00	
   2.2700000e+02	   8.7931920e+00	
   2.2800000e+02	   7.7966820e+00	
   2.2900000e+02	   1.2450640e+01	
   2.3000000e+02	   1.0616010e+01	
   2.3100000e+02	   6.0010000e+00	
   2.3200000e+02	   6.7650960e+00	
   2.3300000e+02	   8.7646520e+00	
   2.3400000e+02	   4.5864170e+00	
   2.3500000e+02	   8.3907820e+00	
   2.3600000e+02	   7.2092010e+00	
   2.3700000e+02	   1.0012090e+01	
   2.3800000e+02	   7.3274610e+00	
   2.3900000e+02	   6.5251360e+00	
   2.4000000e+02	   2.8400650e+00	
   2.4100000e+02	   1.0323710e+01	
   2.4200000e+02	   4.7900350e+00	
   2.4300000e+02	   8.3764310e+00	
   2.4400000e+02	   6.2639800e+00	
   2.4500000e+02	   2.7058920e+00	
   2.4600000e+02	   8.3621090e+00	
   2.4700000e+02	   8.9835070e+00	
   2.4800000e+02	   3.3624690e+00	
   2.4900000e+02	   1.1826780e+00	
   2.5000000e+02	   4.8753120e+00	
